"Standard name","Hermes probability"
"S000001657",0.18
"S000001656",0.98
"S000001655",0.72
"S000001654",0
"S000001653",0.735
"S000001651",0.005
"S000001650",0.11
"S000001649",0
"S000001648",0.77
"S000001647",0.005
"S000001646",0
"S000001645",0.06
"S000001644",0
"S000001643",0
"S000001642",0
"S000001640",0
"S000001639",0
"S000001638",0.095
"S000001637",0.58
"S000001635",0.845
"S000001634",0
"S000001633",0
"S000001632",0
"S000001631",0
"S000001629",0
"S000001628",0.995
"S000001627",0.925
"S000001626",0.01
"S000001625",0
"S000001624",0.085
"S000001623",0.005
"S000001622",0.78
"S000028421",0.665
"S000001621",0.315
"S000001620",0.225
"S000001618",0.005
"S000001617",0.005
"S000001616",0
"S000001615",0.01
"S000001613",0
"S000001612",0
"S000001611",0
"S000001610",0
"S000001609",0.19
"S000001608",0.985
"S000001607",0
"S000001605",0.405
"S000001604",0
"S000001603",0
"S000001602",0.86
"S000001600",0
"S000001599",0
"S000001597",0
"S000001596",0.005
"S000001595",0.855
"S000001593",0
"S000001592",0
"S000001591",0.9
"S000001590",0
"S000007616",0.02
"S000001589",0
"S000001588",0
"S000001587",0.97
"S000001586",0
"S000001584",0
"S000001583",0.015
"S000001582",0.925
"S000001581",0
"S000028667",0.01
"S000001956",0.02
"S000001579",0
"S000001578",0.08
"S000001577",0
"S000001576",0.005
"S000001575",0.22
"S000001574",0
"S000001573",0
"S000001572",0.96
"S000001571",0.17
"S000001570",0
"S000001569",0
"S000001568",0
"S000001567",0
"S000001565",0.41
"S000001564",0
"S000001563",0.485
"S000001562",0
"S000001561",0.965
"S000001560",0
"S000001558",0.085
"S000001557",0
"S000001556",0.045
"S000001555",0
"S000001554",0.055
"S000001553",0.005
"S000001552",0
"S000028524",0.19
"S000001551",0
"S000001550",0
"S000113563",0.07
"S000001548",0.025
"S000001547",0.005
"S000001546",0.585
"S000001545",0.175
"S000001544",0.02
"S000001543",0.98
"S000001542",0.87
"S000001541",0.99
"S000001540",0.12
"S000001539",0
"S000001538",0.005
"S000001537",0.705
"S000007243",0.045
"S000001535",0.01
"S000001534",0
"S000001533",0
"S000001532",0.855
"S000001531",0
"S000001530",0
"S000001529",0
"S000001528",0.865
"S000001527",0.005
"S000001526",0
"S000001525",0.71
"S000001524",0.215
"S000001523",0.015
"S000001522",0
"S000001521",0
"S000001520",0.005
"S000001518",0.875
"S000001517",0.005
"S000007242",0
"S000001516",0.985
"S000001515",0.025
"S000001512",0
"S000001511",0.655
"S000001510",0
"S000001509",0
"S000001508",0
"S000001507",0.985
"S000113559",0.59
"S000001506",0.02
"S000001505",0.99
"S000001504",0.925
"S000001503",0
"S000001502",0.985
"S000007615",0.38
"S000001501",0.9
"S000001500",0
"S000001499",0.06
"S000001498",0
"S000001497",0.665
"S000001496",0.92
"S000001495",0.915
"S000001494",0
"S000001493",0
"S000001492",0.155
"S000001491",0
"S000001490",0.025
"S000002101",0.665
"S000001489",0.97
"S000001488",0
"S000001487",0.98
"S000001486",0.87
"S000001485",0.31
"S000001484",0.005
"S000001709",0.195
"S000001710",1
"S000001711",0
"S000001712",0.62
"S000001713",0
"S000001714",0.62
"S000001715",0.025
"S000001716",0.965
"S000001717",0
"S000001718",0.005
"S000001719",0
"S000001721",0
"S000001722",0.14
"S000001723",0
"S000001724",0.005
"S000001725",0
"S000001726",0
"S000001727",0.025
"S000001728",0.895
"S000001729",0
"S000001730",0.04
"S000001731",0
"S000001732",0.095
"S000001733",0.895
"S000001734",0
"S000001735",0
"S000001736",0
"S000001737",0.005
"S000001738",0
"S000001739",0
"S000001742",0
"S000006435",0.61
"S000001744",0
"S000001745",0.93
"S000001746",0.935
"S000001747",0
"S000001749",0
"S000001750",0
"S000001751",0
"S000001752",0
"S000001753",0.095
"S000001754",0.03
"S000001756",0.005
"S000001757",0.03
"S000001758",0.02
"S000001759",0
"S000001760",0
"S000001761",0
"S000001762",0.05
"S000001763",0.005
"S000001764",0
"S000001765",0.01
"S000001766",0
"S000001768",0
"S000001769",0
"S000001770",0.995
"S000001771",0.965
"S000001772",0
"S000001773",0.01
"S000001774",0
"S000001775",0
"S000001776",0.965
"S000001777",0
"S000001778",0
"S000001779",0.875
"S000001780",0
"S000001782",0.04
"S000001783",0
"S000001784",0
"S000001785",0
"S000001786",0
"S000001787",0.97
"S000001788",0
"S000001789",0.93
"S000001790",0.005
"S000001791",0.575
"S000001792",0
"S000001793",0.705
"S000001794",0.755
"S000001795",0
"S000001796",0
"S000001797",0
"S000001798",0
"S000001799",0.095
"S000001800",0.115
"S000001801",0.005
"S000001802",0
"S000001803",0.015
"S000028512",0.65
"S000001804",0
"S000001805",0
"S000001806",0
"S000001807",0
"S000001808",0
"S000001809",0.015
"S000001810",0.065
"S000001811",0.01
"S000001812",0.01
"S000003986",0
"S000003985",0
"S000003984",0
"S000003983",0.05
"S000003981",0
"S000003980",0
"S000003979",0.495
"S000003978",0.005
"S000003977",0.05
"S000003976",0.15
"S000003975",0.01
"S000003974",0
"S000003973",0.855
"S000003972",0.645
"S000003971",0.005
"S000003969",0
"S000003968",0
"S000003966",0.005
"S000003965",0.005
"S000003964",0
"S000003963",0.02
"S000003962",0
"S000003961",0
"S000003959",0.765
"S000003958",0.955
"S000003957",0.99
"S000003956",0.56
"S000003955",0.005
"S000003954",0.955
"S000003952",0
"S000003951",0
"S000003950",0.85
"S000003949",0
"S000003948",0.02
"S000003946",0
"S000003945",0
"S000003944",0.005
"S000003942",0
"S000007245",0.015
"S000003941",0.59
"S000003938",0
"S000003937",0.07
"S000003936",0
"S000003935",0
"S000003934",0.72
"S000003933",0
"S000003932",0.095
"S000003931",0.72
"S000003930",0.015
"S000028560",0.055
"S000003929",0.745
"S000003928",0
"S000003927",0.97
"S000003926",0.27
"S000003925",0
"S000003924",0
"S000003991",0
"S000003992",0.98
"S000003993",0
"S000003994",0
"S000003995",0.975
"S000003996",0.015
"S000003997",0.805
"S000003998",0.9
"S000003999",0.99
"S000004000",0.725
"S000004001",0.01
"S000004002",0.115
"S000004003",0
"S000004004",0
"S000004005",0.01
"S000004006",0.04
"S000004007",0
"S000004008",0
"S000004009",0
"S000004010",0
"S000004011",0
"S000004012",0.815
"S000004013",0
"S000004014",0.005
"S000004015",0.325
"S000004016",1
"S000004017",0.005
"S000004018",0
"S000004019",0.99
"S000004020",0
"S000004021",0.005
"S000004022",0
"S000004023",0.855
"S000004024",0
"S000004025",0
"S000004026",0.015
"S000004027",0.01
"S000004028",0.015
"S000004029",0.09
"S000004030",0.02
"S000004032",0.005
"S000004033",0
"S000004034",0
"S000004035",0.935
"S000004036",0.015
"S000004037",0
"S000004038",0
"S000004039",0
"S000004040",0.005
"S000004041",0.98
"S000004042",0.655
"S000004043",0.005
"S000004044",0
"S000004045",0.14
"S000004046",0
"S000004047",0
"S000004048",0
"S000004049",0
"S000004050",0.975
"S000004051",0.67
"S000004053",0
"S000004054",0
"S000004055",0.03
"S000004056",0.885
"S000004057",0.305
"S000004058",0.415
"S000004059",0.03
"S000004060",0
"S000004061",0.88
"S000004062",0
"S000004063",0.005
"S000004064",0.02
"S000004065",0.995
"S000004067",0
"S000004068",0.9
"S000004069",1
"S000004070",0
"S000004071",0
"S000004072",0
"S000004073",0.025
"S000004074",0.005
"S000004075",0
"S000004076",0.985
"S000004077",0.005
"S000004078",0.9
"S000004079",0.01
"S000004080",0
"S000004081",0
"S000004082",0.005
"S000004083",0.005
"S000004084",0
"S000004085",0.045
"S000004086",0.005
"S000004087",0
"S000004088",0
"S000004089",0
"S000007618",0.055
"S000004090",0.825
"S000004092",0
"S000004093",0.99
"S000004094",0
"S000004095",0.91
"S000004096",0.945
"S000004097",0
"S000004098",0
"S000004099",0
"S000004100",0
"S000004103",0.21
"S000004104",0.135
"S000004105",0.945
"S000004106",0.88
"S000004107",0.98
"S000004108",0.18
"S000004109",0.755
"S000004110",0
"S000004111",0
"S000004115",0.065
"S000004116",0
"S000004117",0.82
"S000004118",0.36
"S000004119",0.945
"S000004120",0
"S000004121",0
"S000004122",0.365
"S000004123",0.005
"S000004124",0.065
"S000004125",0
"S000004126",0.005
"S000004127",0.005
"S000004128",0.03
"S000004129",0.03
"S000004131",0.04
"S000004132",0
"S000004133",0
"S000004134",0
"S000004135",0.855
"S000004136",0.005
"S000113566",0.445
"S000004137",0.88
"S000004138",0.875
"S000004139",0.005
"S000004140",0.005
"S000004141",0
"S000004142",0.005
"S000004143",0.96
"S000004144",0.14
"S000004152",0.075
"S000028567",0.1
"S000004153",0.965
"S000004154",0
"S000004155",0
"S000004156",0.955
"S000004157",0.87
"S000004158",0.005
"S000004160",0
"S000004162",0.005
"S000004163",0
"S000004164",0
"S000004165",0.83
"S000004166",0.01
"S000004167",0
"S000004168",0
"S000004169",0
"S000004170",0
"S000004171",0.075
"S000004172",0.625
"S000004173",0.015
"S000004175",0.01
"S000004176",0.92
"S000004177",0.005
"S000004178",0
"S000004179",0
"S000004180",0
"S000004181",0
"S000004182",0.285
"S000004183",0
"S000004184",0
"S000004185",0.98
"S000004186",0.84
"S000004187",0.885
"S000004189",0
"S000004190",0
"S000004191",0.005
"S000004193",0.15
"S000004194",0.435
"S000004195",0
"S000004196",0
"S000004197",0
"S000004198",0.995
"S000004199",0
"S000004200",0.01
"S000004201",0
"S000004202",0.86
"S000004203",0
"S000004204",0
"S000004205",0.975
"S000004206",0.015
"S000004208",0
"S000004209",0.005
"S000004210",0
"S000004211",0.315
"S000004212",0.945
"S000004213",0.76
"S000004214",0.005
"S000004215",0.005
"S000004216",0.37
"S000004217",0
"S000004218",0.005
"S000004219",1
"S000004221",0
"S000004223",0
"S000004224",0.615
"S000004227",0.015
"S000004228",0.005
"S000004229",0.005
"S000004230",0.74
"S000004231",0
"S000004232",0.235
"S000004233",0.95
"S000004234",0.36
"S000004235",0
"S000004236",0
"S000004237",0
"S000004238",0
"S000004239",0.905
"S000004240",0
"S000004241",0.035
"S000004243",0
"S000004244",0
"S000004246",0.015
"S000004247",0
"S000004248",0
"S000004249",0.985
"S000004250",0
"S000004251",0.685
"S000004252",0.835
"S000007246",0.16
"S000004253",0.045
"S000004254",0.155
"S000028808",0.335
"S000004255",0
"S000004256",0
"S000004257",0
"S000004258",0.645
"S000004260",0
"S000004261",0
"S000004262",0.995
"S000004263",0
"S000004264",0.995
"S000004265",0.88
"S000004266",0.985
"S000004267",0.99
"S000004268",0
"S000004271",0.005
"S000004273",0.01
"S000004274",0.005
"S000004275",0
"S000028569",0.015
"S000004276",0
"S000004277",0
"S000004278",0.04
"S000004279",0
"S000004280",0.02
"S000004281",0
"S000004282",0.94
"S000004283",0.125
"S000004284",0.965
"S000004286",0.065
"S000004288",0.005
"S000004289",0.715
"S000004290",0
"S000004291",0
"S000004292",0
"S000004294",0.335
"S000004295",0.07
"S000004296",0.85
"S000004297",0.58
"S000004298",0
"S000028525",0.165
"S000004299",0
"S000004300",0
"S000004301",0.925
"S000004303",0
"S000004304",0.76
"S000004305",0
"S000004306",0.58
"S000004307",0.025
"S000004308",0.95
"S000004310",0
"S000004311",0.035
"S000004312",0.04
"S000004313",0.895
"S000004315",0.815
"S000004316",0.11
"S000004317",0
"S000004318",0
"S000004319",0.035
"S000004320",0
"S000004321",0
"S000004322",0.01
"S000004324",0.005
"S000004325",0
"S000004327",0
"S000004328",0.97
"S000004329",0.12
"S000004332",0.93
"S000004333",0
"S000004334",0.015
"S000028571",0.025
"S000004335",0
"S000004336",0
"S000004337",0
"S000004338",0.025
"S000004339",0.985
"S000004340",0
"S000004342",0.04
"S000004343",0
"S000004344",0
"S000004345",0.005
"S000004346",0
"S000004347",0.705
"S000004348",0.005
"S000004349",0.265
"S000004350",0.275
"S000004351",0.61
"S000004352",0.13
"S000004353",0
"S000028845",0.04
"S000004354",0
"S000004355",0
"S000007620",0.915
"S000004356",0.65
"S000004359",0
"S000004360",0
"S000004361",0.025
"S000004362",0.77
"S000004363",0.025
"S000004364",0.3
"S000004365",0
"S000004367",0
"S000004368",0
"S000004369",0
"S000004370",0.91
"S000004372",0
"S000004373",0
"S000004374",0.6
"S000004375",0.765
"S000004376",0
"S000004377",0
"S000004378",0.005
"S000004379",0
"S000004380",0.005
"S000004381",0
"S000004382",0
"S000006429",0.04
"S000004384",0.175
"S000004385",0.06
"S000004386",0
"S000004387",0
"S000004388",0.815
"S000004389",0.96
"S000004390",0
"S000004391",0.955
"S000004393",0.005
"S000004395",0.29
"S000004396",0
"S000004397",0
"S000004398",0
"S000028683",0.025
"S000004399",0.005
"S000004400",0.145
"S000004401",0.985
"S000004402",0
"S000004403",0
"S000004404",0
"S000028572",0.505
"S000004405",0
"S000004406",0
"S000004407",0
"S000004409",0.38
"S000004410",0.125
"S000004411",0
"S000004412",0.23
"S000004413",0
"S000004414",0.005
"S000004415",0.08
"S000004416",0.655
"S000004417",0.83
"S000004418",0
"S000004419",0
"S000004421",0
"S000004422",0.915
"S000004423",0
"S000004424",0
"S000004425",0
"S000004427",0.475
"S000004428",0.03
"S000004429",0.025
"S000004430",0.015
"S000006434",0.8
"S000004431",0.15
"S000004432",0.795
"S000004433",0
"S000004434",0
"S000004435",0.005
"S000004437",0
"S000004438",0
"S000004439",0.91
"S000004440",0.01
"S000004441",0
"S000004442",0
"S000004443",0.11
"S000004444",0
"S000004445",0
"S000004446",0
"S000004447",0.28
"S000004448",0
"S000004449",0.805
"S000004451",0.955
"S000004452",0
"S000004453",0.04
"S000004600",0.005
"S000004599",0.905
"S000004598",0.11
"S000004597",0.105
"S000004596",0.9
"S000004595",0.955
"S000004594",0.985
"S000004593",0.01
"S000004592",0
"S000004590",0.01
"S000004589",0
"S000004588",0
"S000004587",0.005
"S000004585",0
"S000004584",0
"S000004583",0.09
"S000004582",0.68
"S000004581",0.01
"S000004580",0.99
"S000004579",0
"S000004578",0.015
"S000004577",0
"S000004576",0.255
"S000004575",0
"S000004574",0
"S000004573",0.515
"S000004572",0.015
"S000004571",0
"S000004570",0
"S000004568",0.005
"S000028688",0.005
"S000004566",0.005
"S000004565",0
"S000004564",0.705
"S000004563",0.175
"S000004562",0
"S000004560",0.05
"S000004559",0
"S000004558",0.98
"S000004557",0.92
"S000004556",0.2
"S000004553",0
"S000004552",0
"S000004551",0
"S000004550",0.95
"S000004548",0
"S000004547",0.005
"S000007247",0
"S000004546",0
"S000004545",0
"S000004544",0
"S000004543",0
"S000004542",0.955
"S000004541",0.005
"S000004540",0
"S000004539",0
"S000004538",0.05
"S000004537",0
"S000004536",0
"S000004535",0
"S000004534",0.98
"S000004533",0
"S000004532",0
"S000004531",0
"S000004530",0.98
"S000004529",0.945
"S000004528",0.035
"S000004527",0
"S000004526",0
"S000004525",0
"S000004524",0
"S000007472",0.025
"S000004523",0
"S000004521",0
"S000004520",0
"S000004519",0.01
"S000004518",0
"S000028573",0
"S000004517",0
"S000004516",0
"S000004515",0
"S000004514",0
"S000004513",0.99
"S000004511",0.02
"S000004510",0
"S000004509",0.885
"S000004507",0.86
"S000004506",0
"S000004505",0
"S000004502",0
"S000004501",0.01
"S000004500",0
"S000004498",0.31
"S000004497",0
"S000004494",0.01
"S000004493",0.81
"S000004492",0.085
"S000004491",0
"S000004490",0
"S000004489",0
"S000004488",0
"S000004487",0.625
"S000004486",0.22
"S000004485",0.925
"S000004484",0
"S000004483",0
"S000004482",0
"S000004481",0.01
"S000004480",0
"S000004479",0
"S000004478",0
"S000004477",0.885
"S000004476",0
"S000004475",0.19
"S000004473",0
"S000004472",0.005
"S000004470",0.885
"S000004468",0.055
"S000004467",0.035
"S000007621",0.005
"S000004466",0
"S000004465",0
"S000004464",0
"S000004463",0
"S000004462",0.005
"S000004461",0
"S000004460",0.16
"S000004603",0.88
"S000028691",0.27
"S000004604",0
"S000004605",0.01
"S000004606",0
"S000004607",0.955
"S000004608",0
"S000004610",0.01
"S000004611",0
"S000004612",0.2
"S000004613",0
"S000004614",0.015
"S000004615",0.97
"S000004616",0.155
"S000004617",0
"S000004618",0.01
"S000004619",0
"S000004620",0
"S000004621",0
"S000004622",0.085
"S000004623",0.205
"S000004624",0
"S000004625",0
"S000004626",0.275
"S000004627",0
"S000004628",0
"S000004629",0.005
"S000004630",0.995
"S000004631",0
"S000004632",0
"S000004633",0
"S000004635",0.13
"S000028574",0.04
"S000004636",0.8
"S000004637",0
"S000004638",0
"S000004639",0.015
"S000004640",0.175
"S000004641",0.01
"S000004642",0.005
"S000004643",0.005
"S000004644",0
"S000004645",0.005
"S000004646",0.03
"S000004647",0
"S000004650",0.69
"S000004651",0.005
"S000004652",0.99
"S000004656",0.01
"S000004657",0
"S000004658",0
"S000004659",0
"S000004660",0
"S000004662",0.015
"S000004663",0.645
"S000004664",0.02
"S000004665",0.97
"S000004666",0
"S000004667",0
"S000004668",0.645
"S000004669",0
"S000004670",0.505
"S000004671",0
"S000004672",0
"S000004673",0
"S000004674",0
"S000004675",0
"S000004676",0.04
"S000004677",0.01
"S000004678",0
"S000004680",0
"S000004681",0.79
"S000004682",0.335
"S000004683",0.035
"S000004684",0.56
"S000004685",0
"S000004686",0
"S000004688",0
"S000004689",0
"S000004690",0
"S000004692",0.01
"S000004693",0
"S000004694",0
"S000004695",0.03
"S000004696",0
"S000004697",0.835
"S000004698",0
"S000004699",0.98
"S000004700",0.62
"S000004701",0
"S000004702",0
"S000004703",0.135
"S000004704",0.065
"S000004705",0
"S000004706",0
"S000004707",0.005
"S000004708",0
"S000004710",0.025
"S000004711",0.065
"S000028692",0.01
"S000004712",0
"S000004713",0
"S000004714",0.355
"S000004715",0
"S000004716",0
"S000004717",0
"S000004718",0.95
"S000004719",0.56
"S000004720",0
"S000004721",0
"S000004722",0
"S000004723",0.845
"S000004724",0
"S000004725",0
"S000004727",0
"S000004728",0
"S000007524",0.015
"S000004730",0.13
"S000004731",0
"S000004732",0.175
"S000004733",0
"S000004734",0
"S000004735",0.91
"S000004736",0
"S000004737",0
"S000004738",0.945
"S000004739",0.01
"S000004740",0
"S000004741",0.47
"S000004742",0.005
"S000004744",0
"S000004745",0.01
"S000004746",0.01
"S000004747",0
"S000004748",0.125
"S000004750",0.38
"S000004751",0
"S000004752",0
"S000004753",0
"S000004754",0.965
"S000004755",0
"S000004756",0
"S000004757",0.755
"S000004758",0
"S000004760",0
"S000004762",0
"S000004763",0.005
"S000004764",0
"S000004765",0
"S000004766",0.075
"S000004767",0.455
"S000007249",0.485
"S000004769",0.015
"S000004770",0
"S000004771",0
"S000004772",0
"S000004773",0.005
"S000004774",0
"S000004775",0
"S000004776",0
"S000004777",0
"S000004778",0.68
"S000004781",0
"S000004783",0
"S000004784",0
"S000004786",0.01
"S000004787",0.005
"S000028848",0.005
"S000004788",0.01
"S000004789",0.095
"S000004790",0
"S000004791",0.06
"S000004792",0
"S000004793",0
"S000004794",0.03
"S000028693",0.035
"S000004795",0
"S000004796",0.005
"S000004797",0.865
"S000004798",0
"S000004799",0
"S000004800",0.085
"S000004801",0
"S000004802",0.01
"S000004803",0
"S000004804",0
"S000004806",0.615
"S000004807",0
"S000028514",0
"S000004808",0
"S000004809",0.005
"S000004810",0.93
"S000004811",0.46
"S000004812",0
"S000004813",0.92
"S000004814",0
"S000004815",0.285
"S000004816",0.97
"S000004817",0
"S000004818",0.88
"S000004819",0
"S000004820",0.01
"S000004821",0.975
"S000004822",0
"S000004823",0
"S000004824",0.855
"S000004825",0.745
"S000004826",0.935
"S000004827",0
"S000004828",0
"S000004829",0
"S000004830",0.825
"S000004831",0.66
"S000004832",0.005
"S000004833",0.92
"S000004834",0
"S000004835",0.51
"S000004836",0
"S000004837",0.01
"S000004838",0.035
"S000004839",0.01
"S000004840",0.86
"S000004841",0.95
"S000004842",0.905
"S000004843",0.01
"S000028576",0.025
"S000004844",0.53
"S000004845",0
"S000004846",0
"S000004847",0
"S000004848",0.995
"S000004849",0.83
"S000004850",0
"S000004851",0
"S000004852",0.96
"S000004853",0.8
"S000004854",0
"S000004855",0.535
"S000028694",0.165
"S000004856",0
"S000004858",0
"S000004857",0
"S000004860",0
"S000004861",0.025
"S000028849",0.25
"S000004862",0
"S000004863",0
"S000004864",0.095
"S000004865",0.005
"S000004866",0
"S000004868",0.415
"S000004869",0.21
"S000004870",0.35
"S000004871",0.005
"S000004872",0.005
"S000004873",0.965
"S000004874",0
"S000004875",0
"S000004876",0.38
"S000004877",0
"S000004878",0
"S000004879",0
"S000004880",0.085
"S000004881",0.98
"S000004882",0.295
"S000004883",0.855
"S000004884",0
"S000004885",0
"S000028696",0.42
"S000004886",0
"S000004887",0
"S000004888",0.01
"S000004889",0
"S000004890",0.96
"S000004891",0
"S000004892",0.01
"S000004893",0
"S000004894",0.97
"S000004895",0.175
"S000004896",0
"S000004897",0
"S000004898",0
"S000004899",0.19
"S000004900",0.32
"S000004901",0.98
"S000004902",0
"S000004903",0.955
"S000004905",0
"S000004906",0
"S000004907",0.125
"S000004908",0.685
"S000004910",0
"S000004911",0.985
"S000004912",0
"S000004913",0.945
"S000004914",0.345
"S000004915",0
"S000004916",0.77
"S000004917",0
"S000004918",0
"S000004920",0.01
"S000004921",0
"S000004923",0
"S000004924",0.265
"S000004925",0.645
"S000004926",0.865
"S000004927",0
"S000004928",0
"S000004929",0.065
"S000004930",0
"S000004931",0.935
"S000004932",0
"S000028697",0.02
"S000004935",0.005
"S000004933",0.1
"S000004936",0.01
"S000004937",0
"S000004938",0
"S000005275",0.01
"S000005274",0.87
"S000005273",0
"S000005272",0
"S000005271",0.005
"S000005270",0
"S000005269",0
"S000005267",0
"S000005266",0
"S000005265",0
"S000005264",0.005
"S000005262",0
"S000005261",0.68
"S000005260",0
"S000005259",0.275
"S000005258",0
"S000005257",0.91
"S000005256",0.615
"S000005255",0.005
"S000005254",0.485
"S000005253",0.005
"S000005252",0.17
"S000005251",0.32
"S000005250",0.705
"S000005249",0
"S000005248",0
"S000005246",0.26
"S000005245",0
"S000005244",0.025
"S000005243",0
"S000005242",0
"S000005241",0.26
"S000005239",0
"S000005238",0
"S000005237",0
"S000005236",0
"S000005235",0
"S000005234",0.97
"S000005233",0
"S000005232",0
"S000005231",0.945
"S000005230",0
"S000005228",0
"S000005227",0
"S000005226",0.655
"S000005225",0.005
"S000005224",0.965
"S000005223",0
"S000005222",0.03
"S000028852",0.005
"S000005221",0
"S000005219",0.005
"S000005218",0
"S000005217",0.005
"S000005216",0.905
"S000005215",0
"S000005214",0
"S000005213",0
"S000005212",0
"S000005211",0.875
"S000005209",0.005
"S000005208",0
"S000005207",0.885
"S000005206",0.945
"S000005205",0.93
"S000005204",0.575
"S000005203",0.005
"S000005202",0.9
"S000005201",0
"S000005200",0.92
"S000005199",0
"S000005198",0
"S000005197",0
"S000005196",0.63
"S000005195",0.925
"S000005194",0.08
"S000005193",0
"S000005192",0.81
"S000005191",0.99
"S000005190",0
"S000005189",0.86
"S000005188",0.965
"S000005187",0.11
"S000005186",0
"S000005185",0
"S000005184",0.9
"S000005183",0
"S000005182",0.005
"S000005181",0
"S000005180",0.23
"S000005178",0
"S000005177",0.005
"S000005176",0.645
"S000005175",0
"S000005174",0
"S000005173",0.36
"S000005171",0
"S000005169",0.48
"S000005168",0
"S000005167",0
"S000005166",0.53
"S000005165",0.985
"S000005164",0.835
"S000005163",0
"S000005162",0.005
"S000005161",0
"S000005160",0.99
"S000005159",0.005
"S000005158",0.01
"S000005157",0.02
"S000005156",0
"S000005155",0.145
"S000005154",0
"S000005152",0
"S000005151",0.955
"S000005150",0
"S000005148",0
"S000005146",0
"S000005145",0.015
"S000005144",0
"S000005143",0.065
"S000005141",0
"S000005140",0
"S000005139",0
"S000005138",0.005
"S000005137",0
"S000005136",0.195
"S000005135",0.005
"S000005134",0
"S000005133",0.99
"S000005132",0.86
"S000005131",0
"S000005130",0.09
"S000005129",0.955
"S000005128",0.515
"S000005127",0
"S000005126",0.96
"S000005125",0.9
"S000005124",0
"S000005122",0.91
"S000005121",0.56
"S000005120",0
"S000005119",0
"S000005117",0
"S000005116",0.97
"S000005113",0.365
"S000005112",0
"S000005111",0
"S000005110",0
"S000005109",0
"S000005108",0
"S000005107",0.95
"S000007624",0.065
"S000005106",0
"S000005105",0.995
"S000005104",0
"S000005103",0
"S000005102",0.765
"S000005101",0.03
"S000005100",0
"S000005099",0
"S000005098",0
"S000005097",0
"S000005096",0.44
"S000005095",0.935
"S000005093",0.545
"S000005092",0
"S000005091",0
"S000028851",0.04
"S000005090",0.005
"S000005089",0.005
"S000005088",0
"S000005087",0
"S000005086",0
"S000005085",0
"S000005084",0.01
"S000005083",0.69
"S000028509",0.34
"S000005082",0.98
"S000005081",0.34
"S000005080",0.01
"S000005079",0
"S000005078",0
"S000005077",0.515
"S000005076",0.985
"S000005075",0.74
"S000005074",0
"S000028579",0.025
"S000005073",0
"S000005072",0
"S000005071",0
"S000005070",0.955
"S000005069",0
"S000005068",0.85
"S000005067",0
"S000005066",0.1
"S000005065",0.035
"S000005063",0
"S000005062",0.005
"S000005061",0
"S000005060",0
"S000005059",0
"S000005057",0.89
"S000005056",0.845
"S000005055",0.005
"S000005054",0.975
"S000005052",0
"S000005051",0.145
"S000005050",0
"S000005048",0.005
"S000005047",0
"S000005046",0.945
"S000005045",0
"S000005044",0
"S000005043",0
"S000005042",0.45
"S000028699",0.045
"S000005041",0.045
"S000005040",0
"S000005039",0
"S000005038",0
"S000005037",0.01
"S000005036",0
"S000005035",0
"S000005034",0
"S000005032",0.91
"S000005031",0
"S000005030",0.38
"S000005029",0.005
"S000005028",0.33
"S000005027",0
"S000005026",0
"S000005025",0.595
"S000005024",0.875
"S000005023",0.905
"S000005022",0
"S000005021",0
"S000005020",0
"S000005019",0.905
"S000005018",0
"S000005017",0.225
"S000005016",0
"S000005015",0
"S000005014",0.095
"S000005013",0.83
"S000005012",0
"S000028810",0.01
"S000005011",0
"S000005010",0
"S000005009",0
"S000005008",0.26
"S000005007",0
"S000005006",0.915
"S000005005",0.975
"S000005004",0.885
"S000005003",0.005
"S000005001",0
"S000005000",0
"S000004999",0.145
"S000004998",0
"S000004997",0.005
"S000004996",0.01
"S000004995",0
"S000004994",0.035
"S000004993",0.94
"S000004992",0
"S000004991",0
"S000004990",0
"S000004989",0
"S000028850",0
"S000004987",0
"S000004986",0.145
"S000004985",0.005
"S000004984",0.94
"S000004983",0.8
"S000004982",0
"S000004981",0.545
"S000004980",0
"S000004977",0
"S000004976",0.01
"S000004975",0
"S000004974",0
"S000004972",0
"S000004971",0.95
"S000004970",0
"S000028698",0.965
"S000004969",0
"S000004968",0
"S000004967",0
"S000004966",0
"S000004965",0
"S000004961",0
"S000004960",0.02
"S000004959",0
"S000004957",0
"S000004956",0
"S000004955",0
"S000004954",0
"S000004953",0
"S000004952",0.315
"S000004951",0.775
"S000004950",0.1
"S000004949",0
"S000004948",0.035
"S000004947",0.945
"S000004946",0
"S000005284",0
"S000005285",0
"S000005286",0.965
"S000005287",0
"S000005289",0.405
"S000005290",0
"S000005291",0
"S000005292",0
"S000005293",0.175
"S000005294",0.79
"S000005295",0
"S000005296",0
"S000005297",0.005
"S000005298",0
"S000005299",0.94
"S000005300",0.875
"S000005301",0
"S000005302",0
"S000005303",0.005
"S000005304",0.005
"S000005305",0.005
"S000005306",0.61
"S000005307",0
"S000005309",0.885
"S000005310",0
"S000005311",0
"S000005312",0
"S000005313",0
"S000005314",0.025
"S000005315",0
"S000007251",0.155
"S000005316",0
"S000005317",0
"S000007525",0.01
"S000005318",0.99
"S000005319",0.24
"S000005320",0.35
"S000005321",0.965
"S000005322",0
"S000005323",0.08
"S000005324",0
"S000005326",0.985
"S000005327",0
"S000005328",0.005
"S000005329",0.66
"S000005330",0
"S000005331",0
"S000005332",0
"S000005333",0
"S000005334",0.03
"S000005335",0.64
"S000005336",0.985
"S000005337",0.895
