,id,Hermes probability
872,CAGL0D04884g,0.945
873,CAGL0D04928g,0.035
874,CAGL0D04950g,0.765
875,CAGL0D04972g,0.025
876,CAGL0D04994g,0.99
877,CAGL0D05016g,1.0
878,CAGL0D05060g,0.01
879,CAGL0D05082g,0.195
880,CAGL0D05104g,0.02
881,CAGL0D05148g,0.02
882,CAGL0D05170g,0.005
883,CAGL0D05192g,0.025
884,CAGL0D05214g,0.98
885,CAGL0D05236g,0.0
886,CAGL0D05258g,0.995
887,CAGL0D05280g,0.015
888,CAGL0D05302g,0.655
889,CAGL0D05318g,0.18
890,CAGL0D05324g,0.005
891,CAGL0D05346g,0.995
892,CAGL0D05368g,0.07
893,CAGL0D05412g,0.01
894,CAGL0D05434g,0.0
895,CAGL0D05456g,0.025
896,CAGL0D05478g,0.415
897,CAGL0D05500g,0.04
898,CAGL0D05522g,0.06
899,CAGL0D05544g,0.005
900,CAGL0D05566g,0.01
901,CAGL0D05588g,0.965
902,CAGL0D05610g,0.0
903,CAGL0D05632g,0.015
904,CAGL0D05654g,0.0
905,CAGL0D05676g,0.055
906,CAGL0D05698g,0.095
907,CAGL0D05720g,0.09
908,CAGL0D05742g,0.96
909,CAGL0D05764g,0.73
910,CAGL0D05786g,0.015
911,CAGL0D05808g,0.08
912,CAGL0D05852g,0.03
913,CAGL0D05874g,0.915
914,CAGL0D05896g,0.0
915,CAGL0D05918g,0.025
916,CAGL0D05940g,0.785
917,CAGL0D05962g,0.08
918,CAGL0D06006g,0.0
919,CAGL0D06028g,1.0
920,CAGL0D06050g,0.0
921,CAGL0D06094g,0.6
922,CAGL0D06138g,0.44
923,CAGL0D06154g,0.045
924,CAGL0D06160g,0.1
925,CAGL0D06182g,0.76
926,CAGL0D06204g,0.0
927,CAGL0D06226g,0.025
928,CAGL0D06270g,0.02
929,CAGL0D06292g,0.515
930,CAGL0D06314g,0.065
931,CAGL0D06336g,0.03
932,CAGL0D06380g,0.045
933,CAGL0D06402g,0.02
934,CAGL0D06424g,0.22
935,CAGL0D06446g,0.78
936,CAGL0D06468g,0.055
937,CAGL0D06490g,0.01
938,CAGL0D06512g,0.01
939,CAGL0D06534g,0.0
940,CAGL0D06556g,0.475
941,CAGL0D06578g,0.115
942,CAGL0D06600g,0.08
943,CAGL0D06622g,0.015
944,CAGL0D06644g,1.0
945,CAGL0D06666g,0.0
946,CAGL0D06688g,0.005
947,CAGL0D06710g,0.31
948,CAGL0E00105g,0.98
949,CAGL0E00116g,0.61
950,CAGL0E00132g,1.0
951,CAGL0E00187g,0.93
952,CAGL0E00231g,0.56
953,CAGL0E00275g,0.015
954,CAGL0E00341g,0.005
955,CAGL0E00363g,0.98
956,CAGL0E00385g,0.01
957,CAGL0E00407g,0.01
958,CAGL0E00429g,0.105
959,CAGL0E00451g,0.95
960,CAGL0E00473g,0.015
961,CAGL0E00495g,0.075
962,CAGL0E00517g,0.13
963,CAGL0E00539g,0.01
964,CAGL0E00561g,0.115
965,CAGL0E00583g,0.025
966,CAGL0E00605g,0.005
967,CAGL0E00627g,0.035
968,CAGL0E00649g,0.1
969,CAGL0E00671g,0.38
970,CAGL0E00693g,0.77
971,CAGL0E00715g,0.025
972,CAGL0E00737g,0.095
973,CAGL0E00759g,0.625
974,CAGL0E00781g,1.0
975,CAGL0E00803g,0.02
976,CAGL0E00847g,0.625
977,CAGL0E00869g,0.01
978,CAGL0E00891g,0.025
979,CAGL0E00913g,0.895
980,CAGL0E00935g,0.94
981,CAGL0E00957g,0.845
982,CAGL0E00979g,0.98
983,CAGL0E01001g,0.97
984,CAGL0E01023g,0.09
985,CAGL0E01045g,0.01
986,CAGL0E01067g,0.94
987,CAGL0E01089g,0.035
988,CAGL0E01111g,0.105
989,CAGL0E01133g,0.92
990,CAGL0E01155g,0.25
991,CAGL0E01177g,0.01
992,CAGL0E01199g,0.01
993,CAGL0E01221g,0.01
994,CAGL0E01243g,0.01
995,CAGL0E01265g,0.04
996,CAGL0E01287g,0.01
997,CAGL0E01309g,0.265
998,CAGL0E01331g,0.02
999,CAGL0E01353g,0.295
1000,CAGL0E01397g,0.655
1001,CAGL0E01419g,0.015
1002,CAGL0E01441g,0.255
1003,CAGL0E01463g,0.97
1004,CAGL0E01485g,0.145
1005,CAGL0E01507g,0.015
1006,CAGL0E01529g,0.0
1007,CAGL0E01551g,0.985
1008,CAGL0E01567g,0.145
1009,CAGL0E01573g,1.0
1010,CAGL0E01595g,0.035
1011,CAGL0E01617g,0.915
1012,CAGL0E01639g,0.025
1013,CAGL0E01661g,0.045
1014,CAGL0E01683g,0.015
1015,CAGL0E01705g,0.0
1016,CAGL0E01727g,0.025
1017,CAGL0E01749g,0.035
1018,CAGL0E01771g,0.025
1019,CAGL0E01793g,0.01
1020,CAGL0E01815g,0.015
1021,CAGL0E01837g,0.01
1022,CAGL0E01859g,0.005
1023,CAGL0E01881g,0.0
1024,CAGL0E01903g,0.025
1025,CAGL0E01925g,0.01
1026,CAGL0E01947g,0.0
1027,CAGL0E01969g,0.01
1028,CAGL0E01991g,0.87
1029,CAGL0E02013g,0.795
1030,CAGL0E02035g,0.015
1031,CAGL0E02057g,0.025
1032,CAGL0E02079g,0.03
1033,CAGL0E02101g,0.055
1034,CAGL0E02123g,0.03
1035,CAGL0E02145g,0.025
1036,CAGL0E02167g,0.02
1037,CAGL0E02189g,0.0
1038,CAGL0E02211g,0.14
1039,CAGL0E02233g,0.015
1040,CAGL0E02255g,0.15
1041,CAGL0E02299g,0.01
1042,CAGL0E02315g,0.985
1043,CAGL0E02321g,0.01
1044,CAGL0E02343g,1.0
1045,CAGL0E02365g,0.24
1046,CAGL0E02387g,0.02
1047,CAGL0E02409g,0.01
1048,CAGL0E02431g,0.01
1049,CAGL0E02453g,0.745
1050,CAGL0E02475g,0.0
1051,CAGL0E02497g,0.04
1052,CAGL0E02519g,0.04
1053,CAGL0E02541g,0.11
1054,CAGL0E02585g,0.375
1055,CAGL0E02607g,0.095
1056,CAGL0E02629g,0.0
1057,CAGL0E02651g,0.01
1058,CAGL0E02673g,0.605
1059,CAGL0E02695g,0.02
1060,CAGL0E02717g,0.005
1061,CAGL0E02739g,0.01
1062,CAGL0E02761g,0.0
1063,CAGL0E02783g,0.02
1064,CAGL0E02805g,0.01
1065,CAGL0E02827g,0.03
1066,CAGL0E02849g,0.005
1067,CAGL0E02871g,0.025
1068,CAGL0E02893g,0.465
1069,CAGL0E02915g,0.015
1070,CAGL0E02937g,0.015
1071,CAGL0E02959g,0.035
1072,CAGL0E02981g,0.015
1073,CAGL0E03003g,0.035
1074,CAGL0E03025g,0.02
1075,CAGL0E03069g,0.635
1076,CAGL0E03113g,0.01
1077,CAGL0E03157g,0.04
1078,CAGL0E03179g,0.72
1079,CAGL0E03201g,0.1
1080,CAGL0E03223g,0.56
1081,CAGL0E03245g,0.47
1082,CAGL0E03267g,0.475
1083,CAGL0E03289g,0.635
1084,CAGL0E03311g,0.09
1085,CAGL0E03355g,0.01
1086,CAGL0E03366g,0.005
1087,CAGL0E03421g,0.065
1088,CAGL0E03432g,0.98
1089,CAGL0E03454g,0.005
1090,CAGL0E03476g,0.29
1091,CAGL0E03498g,0.01
1092,CAGL0E03520g,0.02
1093,CAGL0E03542g,0.72
1094,CAGL0E03564g,0.31
1095,CAGL0E03608g,0.01
1096,CAGL0E03630g,0.0
1097,CAGL0E03652g,0.005
1098,CAGL0E03674g,0.005
1099,CAGL0E03718g,0.035
1100,CAGL0E03740g,0.03
1101,CAGL0E03762g,0.005
1102,CAGL0E03784g,0.0
1103,CAGL0E03806g,0.02
1104,CAGL0E03828g,0.005
1105,CAGL0E03850g,0.015
1106,CAGL0E03872g,0.505
1107,CAGL0E03894g,0.03
1108,CAGL0E03916g,0.0
1109,CAGL0E03938g,0.31
1110,CAGL0E03960g,0.095
1111,CAGL0E03982g,0.005
1112,CAGL0E04004g,0.01
1113,CAGL0E04026g,0.405
1114,CAGL0E04048g,0.97
1115,CAGL0E04070g,0.035
1116,CAGL0E04092g,0.03
1117,CAGL0E04114g,0.0
1118,CAGL0E04136g,0.255
1119,CAGL0E04158g,0.005
1120,CAGL0E04180g,0.675
1121,CAGL0E04224g,0.01
1122,CAGL0E04246g,0.535
1123,CAGL0E04268g,0.18
1124,CAGL0E04290g,0.015
1125,CAGL0E04312g,0.06
1126,CAGL0E04334g,0.915
1127,CAGL0E04356g,0.01
1128,CAGL0E04378g,0.035
1129,CAGL0E04400g,0.415
1130,CAGL0E04422g,0.015
1131,CAGL0E04444g,0.065
1132,CAGL0E04466g,0.115
1133,CAGL0E04488g,0.015
1134,CAGL0E04510g,0.015
1135,CAGL0E04532g,0.005
1136,CAGL0E04548g,0.01
1137,CAGL0E04554g,0.005
1138,CAGL0E04576g,0.955
1139,CAGL0E04598g,0.015
1140,CAGL0E04620g,0.025
1141,CAGL0E04642g,0.005
1142,CAGL0E04664g,0.96
1143,CAGL0E04686g,0.01
1144,CAGL0E04708g,0.23
1145,CAGL0E04752g,0.73
1146,CAGL0E04774g,0.01
1147,CAGL0E04796g,0.02
1148,CAGL0E04818g,0.195
1149,CAGL0E04840g,0.115
1150,CAGL0E04862g,0.39
1151,CAGL0E04884g,0.01
1152,CAGL0E04906g,0.025
1153,CAGL0E04928g,0.045
1154,CAGL0E04950g,0.06
1155,CAGL0E04972g,0.305
1156,CAGL0E04994g,0.19
1157,CAGL0E05016g,0.035
1158,CAGL0E05038g,0.275
1159,CAGL0E05060g,0.07
1160,CAGL0E05082g,0.065
1161,CAGL0E05104g,0.235
1162,CAGL0E05126g,0.985
1163,CAGL0E05148g,0.025
1164,CAGL0E05170g,0.18
1165,CAGL0E05192g,0.945
1166,CAGL0E05214g,0.58
1167,CAGL0E05236g,0.99
1168,CAGL0E05258g,0.025
1169,CAGL0E05280g,0.01
1170,CAGL0E05302g,0.865
1171,CAGL0E05324g,0.09
1172,CAGL0E05346g,0.835
1173,CAGL0E05368g,0.025
1174,CAGL0E05390g,0.985
1175,CAGL0E05412g,0.905
1176,CAGL0E05434g,0.15
1177,CAGL0E05456g,0.14
1178,CAGL0E05478g,0.2
1179,CAGL0E05500g,0.845
1180,CAGL0E05522g,0.165
1181,CAGL0E05566g,0.01
1182,CAGL0E05588g,0.005
1183,CAGL0E05610g,0.145
1184,CAGL0E05632g,0.02
1185,CAGL0E05654g,0.01
1186,CAGL0E05676g,0.05
1187,CAGL0E05698g,0.39
1188,CAGL0E05720g,0.985
1189,CAGL0E05742g,0.955
1190,CAGL0E05764g,0.945
1191,CAGL0E05786g,0.055
1192,CAGL0E05808g,0.02
1193,CAGL0E05830g,0.01
1194,CAGL0E05874g,0.99
1195,CAGL0E05896g,0.955
1196,CAGL0E05918g,0.005
1197,CAGL0E05940g,0.01
1198,CAGL0E05962g,0.015
1199,CAGL0E05984g,0.0
1200,CAGL0E06006g,0.0
1201,CAGL0E06028g,0.1
1202,CAGL0E06050g,1.0
1203,CAGL0E06072g,0.1
1204,CAGL0E06094g,0.0
1205,CAGL0E06116g,0.015
1206,CAGL0E06138g,0.77
1207,CAGL0E06160g,0.405
1208,CAGL0E06182g,0.715
1209,CAGL0E06204g,0.865
1210,CAGL0E06226g,0.01
1211,CAGL0E06248g,0.005
1212,CAGL0E06270g,0.035
1213,CAGL0E06292g,0.01
1214,CAGL0E06314g,0.105
1215,CAGL0E06336g,0.02
1216,CAGL0E06358g,0.025
1217,CAGL0E06380g,0.0
1218,CAGL0E06402g,0.015
1219,CAGL0E06424g,0.005
1220,CAGL0E06446g,0.035
1221,CAGL0E06468g,0.025
1222,CAGL0E06490g,0.95
1223,CAGL0E06512g,0.1
1224,CAGL0E06534g,0.44
1225,CAGL0E06556g,0.99
1226,CAGL0E06600g,0.0
1227,CAGL0E06644g,0.025
1228,CAGL0E06666g,0.795
1229,CAGL0E06688g,0.94
1230,CAGL0F00105g,0.355
1231,CAGL0F00116g,0.985
1232,CAGL0F00132g,0.01
1233,CAGL0F00176g,0.01
1234,CAGL0F00187g,0.06
1235,CAGL0F00209g,0.255
1236,CAGL0F00231g,0.0
1237,CAGL0F00253g,0.01
1238,CAGL0F00275g,0.75
1239,CAGL0F00297g,0.045
1240,CAGL0F00319g,0.005
1241,CAGL0F00341g,0.005
1242,CAGL0F00363g,0.605
1243,CAGL0F00407g,0.01
1244,CAGL0F00429g,0.015
1245,CAGL0F00451g,0.89
1246,CAGL0F00473g,0.98
1247,CAGL0F00495g,1.0
1248,CAGL0F00517g,0.775
1249,CAGL0F00539g,0.995
1250,CAGL0F00561g,0.395
1251,CAGL0F00583g,0.025
1252,CAGL0F00605g,0.01
1253,CAGL0F00627g,0.055
1254,CAGL0F00649g,0.08
1255,CAGL0F00671g,0.995
1256,CAGL0F00693g,0.6
1257,CAGL0F00715g,0.36
1258,CAGL0F00737g,0.815
1259,CAGL0F00759g,0.0
1260,CAGL0F00803g,0.035
1261,CAGL0F00825g,0.135
1262,CAGL0F00869g,0.005
1263,CAGL0F00891g,0.055
1264,CAGL0F00913g,0.015
1265,CAGL0F00935g,0.14
1266,CAGL0F00957g,0.005
1267,CAGL0F00979g,0.02
1268,CAGL0F01001g,0.165
1269,CAGL0F01023g,0.115
1270,CAGL0F01045g,0.785
1271,CAGL0F01089g,0.025
1272,CAGL0F01111g,0.055
1273,CAGL0F01133g,0.045
1274,CAGL0F01155g,0.965
1275,CAGL0F01177g,0.745
1276,CAGL0F01199g,0.89
1277,CAGL0F01221g,0.015
1278,CAGL0F01243g,0.0
1279,CAGL0F01265g,0.005
1280,CAGL0F01287g,0.0
1281,CAGL0F01331g,0.005
1282,CAGL0F01397g,0.655
1283,CAGL0F01419g,0.005
1284,CAGL0F01463g,0.025
1285,CAGL0F01485g,0.005
1286,CAGL0F01507g,0.22
1287,CAGL0F01529g,0.03
1288,CAGL0F01551g,0.64
1289,CAGL0F01573g,0.025
1290,CAGL0F01595g,0.73
1291,CAGL0F01617g,0.0
1292,CAGL0F01639g,0.045
1293,CAGL0F01661g,0.005
1294,CAGL0F01683g,0.655
1295,CAGL0F01705g,0.99
1296,CAGL0F01727g,0.005
1297,CAGL0F01749g,0.02
1298,CAGL0F01771g,0.0
1299,CAGL0F01793g,0.53
1300,CAGL0F01815g,0.015
1301,CAGL0F01837g,0.21
1302,CAGL0F01859g,0.015
1303,CAGL0F01881g,0.02
1304,CAGL0F01903g,0.0
1305,CAGL0F01925g,0.775
1306,CAGL0F01947g,0.475
1307,CAGL0F01969g,0.005
1308,CAGL0F01991g,0.03
1309,CAGL0F02013g,0.01
1310,CAGL0F02035g,0.9
1311,CAGL0F02057g,0.06
1312,CAGL0F02079g,0.245
1313,CAGL0F02101g,0.005
1314,CAGL0F02123g,0.95
1315,CAGL0F02145g,0.01
1316,CAGL0F02167g,0.01
1317,CAGL0F02233g,0.025
1318,CAGL0F02255g,0.055
1319,CAGL0F02277g,0.71
1320,CAGL0F02299g,0.02
1321,CAGL0F02343g,0.015
1322,CAGL0F02365g,0.01
1323,CAGL0F02387g,0.0
1324,CAGL0F02431g,0.02
1325,CAGL0F02453g,0.005
1326,CAGL0F02475g,0.665
1327,CAGL0F02497g,0.215
1328,CAGL0F02513g,0.415
1329,CAGL0F02519g,0.01
1330,CAGL0F02541g,0.735
1331,CAGL0F02563g,0.02
1332,CAGL0F02585g,0.015
1333,CAGL0F02607g,0.01
1334,CAGL0F02651g,0.04
1335,CAGL0F02673g,0.1
1336,CAGL0F02695g,0.015
1337,CAGL0F02717g,0.045
1338,CAGL0F02739g,0.875
1339,CAGL0F02761g,0.0
1340,CAGL0F02783g,0.0
1341,CAGL0F02805g,0.0
1342,CAGL0F02827g,0.005
1343,CAGL0F02849g,0.315
1344,CAGL0F02871g,0.905
1345,CAGL0F02893g,0.025
1346,CAGL0F02915g,0.695
1347,CAGL0F02937g,0.78
1348,CAGL0F02959g,0.0
1349,CAGL0F03003g,0.025
1350,CAGL0F03025g,0.03
1351,CAGL0F03047g,0.005
1352,CAGL0F03069g,0.01
1353,CAGL0F03091g,0.015
1354,CAGL0F03113g,0.035
1355,CAGL0F03135g,1.0
1356,CAGL0F03157g,0.025
1357,CAGL0F03179g,0.69
1358,CAGL0F03201g,0.005
1359,CAGL0F03223g,0.01
1360,CAGL0F03245g,0.01
1361,CAGL0F03261g,0.55
1362,CAGL0F03267g,0.005
1363,CAGL0F03289g,0.015
1364,CAGL0F03311g,0.025
1365,CAGL0F03333g,0.78
1366,CAGL0F03399g,0.025
1367,CAGL0F03421g,0.01
1368,CAGL0F03443g,0.41
1369,CAGL0F03465g,0.02
1370,CAGL0F03487g,0.045
1371,CAGL0F03531g,0.045
1372,CAGL0F03553g,0.41
1373,CAGL0F03575g,0.995
1374,CAGL0F03597g,1.0
1375,CAGL0F03619g,0.01
1376,CAGL0F03641g,0.0
1377,CAGL0F03663g,0.015
1378,CAGL0F03685g,0.0
1379,CAGL0F03707g,0.2
1380,CAGL0F03729g,0.0
1381,CAGL0F03751g,0.875
1382,CAGL0F03773g,0.945
1383,CAGL0F03795g,0.97
1384,CAGL0F03817g,0.025
1385,CAGL0F03839g,0.01
1386,CAGL0F03861g,0.875
1387,CAGL0F03883g,0.005
1388,CAGL0F03905g,0.345
1389,CAGL0F03927g,0.935
1390,CAGL0F03949g,0.795
1391,CAGL0F03971g,0.02
1392,CAGL0F03993g,0.975
1393,CAGL0F04015g,0.025
1394,CAGL0F04081g,0.025
1395,CAGL0F04092g,0.155
1396,CAGL0F04103g,0.05
1397,CAGL0F04125g,0.02
1398,CAGL0F04191g,0.4
1399,CAGL0F04213g,0.04
1400,CAGL0F04235g,0.075
1401,CAGL0F04257g,0.035
1402,CAGL0F04279g,0.99
1403,CAGL0F04301g,0.895
1404,CAGL0F04323g,1.0
1405,CAGL0F04345g,0.02
1406,CAGL0F04367g,0.02
1407,CAGL0F04389g,0.31
1408,CAGL0F04411g,0.07
1409,CAGL0F04433g,0.95
1410,CAGL0F04455g,0.95
1411,CAGL0F04477g,0.005
1412,CAGL0F04499g,0.015
1413,CAGL0F04521g,0.02
1414,CAGL0F04543g,0.06
1415,CAGL0F04565g,0.01
1416,CAGL0F04587g,0.005
1417,CAGL0F04609g,0.42
1418,CAGL0F04631g,0.01
1419,CAGL0F04653g,1.0
1420,CAGL0F04697g,0.0
1421,CAGL0F04719g,0.03
1422,CAGL0F04741g,0.015
1423,CAGL0F04763g,0.345
1424,CAGL0F04785g,0.03
1425,CAGL0F04807g,0.015
1426,CAGL0F04829g,0.01
1427,CAGL0F04851g,0.005
1428,CAGL0F04873g,0.965
1429,CAGL0F04895g,0.01
1430,CAGL0F04917g,0.055
1431,CAGL0F04939g,0.725
1432,CAGL0F04961g,0.54
1433,CAGL0F04983g,1.0
1434,CAGL0F05005g,1.0
1435,CAGL0F05027g,0.515
1436,CAGL0F05049g,0.125
1437,CAGL0F05071g,0.025
1438,CAGL0F05093g,0.005
1439,CAGL0F05115g,0.185
1440,CAGL0F05137g,0.15
1441,CAGL0F05159g,0.03
1442,CAGL0F05181g,1.0
1443,CAGL0F05203g,0.975
1444,CAGL0F05225g,0.595
1445,CAGL0F05247g,0.4
1446,CAGL0F05269g,0.66
1447,CAGL0F05329g,0.0
1448,CAGL0F05335g,0.755
1449,CAGL0F05357g,0.545
1450,CAGL0F05379g,0.435
1451,CAGL0F05401g,0.025
1452,CAGL0F05423g,0.08
1453,CAGL0F05445g,0.185
1454,CAGL0F05467g,0.69
1455,CAGL0F05489g,0.455
1456,CAGL0F05511g,0.1
1457,CAGL0F05533g,0.51
1458,CAGL0F05555g,0.97
1459,CAGL0F05577g,0.005
1460,CAGL0F05599g,0.01
1461,CAGL0F05621g,0.05
1462,CAGL0F05643g,0.96
1463,CAGL0F05665g,0.97
1464,CAGL0F05687g,0.905
1465,CAGL0F05709g,0.675
1466,CAGL0F05731g,0.08
1467,CAGL0F05753g,0.955
1468,CAGL0F05775g,0.165
1469,CAGL0F05797g,0.95
1470,CAGL0F05819g,0.02
1471,CAGL0F05841g,0.005
1472,CAGL0F05863g,0.015
1473,CAGL0F05885g,0.22
1474,CAGL0F05907g,1.0
1475,CAGL0F05929g,0.185
1476,CAGL0F05951g,0.02
1477,CAGL0F05973g,0.02
1478,CAGL0F05995g,0.01
1479,CAGL0F06017g,0.01
1480,CAGL0F06039g,0.04
1481,CAGL0F06061g,0.005
1482,CAGL0F06127g,0.775
1483,CAGL0F06149g,0.19
1484,CAGL0F06171g,0.45
1485,CAGL0F06215g,0.355
1486,CAGL0F06237g,0.01
1487,CAGL0F06259g,0.185
1488,CAGL0F06325g,0.02
1489,CAGL0F06347g,0.02
1490,CAGL0F06369g,0.975
1491,CAGL0F06391g,0.31
1492,CAGL0F06413g,0.525
1493,CAGL0F06435g,0.95
1494,CAGL0F06457g,0.065
1495,CAGL0F06479g,0.985
1496,CAGL0F06501g,0.005
1497,CAGL0F06523g,0.89
1498,CAGL0F06545g,0.12
1499,CAGL0F06567g,0.465
1500,CAGL0F06589g,0.065
1501,CAGL0F06611g,0.03
1502,CAGL0F06633g,0.02
1503,CAGL0F06655g,0.015
1504,CAGL0F06677g,0.04
1505,CAGL0F06693g,0.41
1506,CAGL0F06699g,0.915
1507,CAGL0F06721g,0.985
1508,CAGL0F06743g,0.085
1509,CAGL0F06765g,0.705
1510,CAGL0F06787g,0.075
1511,CAGL0F06809g,0.78
1512,CAGL0F06831g,0.64
1513,CAGL0F06853g,0.165
1514,CAGL0F06875g,0.085
1515,CAGL0F06897g,0.365
1516,CAGL0F06919g,0.045
1517,CAGL0F06941g,0.01
1518,CAGL0F06963g,0.995
1519,CAGL0F06985g,0.63
1520,CAGL0F07007g,0.005
1521,CAGL0F07029g,0.13
1522,CAGL0F07051g,0.59
1523,CAGL0F07073g,0.89
1524,CAGL0F07095g,0.75
1525,CAGL0F07117g,0.505
1526,CAGL0F07139g,0.99
1527,CAGL0F07172g,0.0
1528,CAGL0F07249g,0.67
1529,CAGL0F07271g,0.995
1530,CAGL0F07293g,0.21
1531,CAGL0F07315g,0.0
1532,CAGL0F07337g,1.0
1533,CAGL0F07359g,0.02
1534,CAGL0F07381g,0.685
1535,CAGL0F07403g,0.845
1536,CAGL0F07425g,0.665
1537,CAGL0F07447g,0.725
1538,CAGL0F07469g,0.21
1539,CAGL0F07491g,0.045
1540,CAGL0F07513g,0.1
1541,CAGL0F07535g,0.115
1542,CAGL0F07557g,0.985
1543,CAGL0F07579g,0.17
1544,CAGL0F07601g,0.04
1545,CAGL0F07623g,0.525
1546,CAGL0F07645g,0.69
1547,CAGL0F07667g,0.0
1548,CAGL0F07689g,0.41
1549,CAGL0F07711g,0.02
1550,CAGL0F07733g,0.08
1551,CAGL0F07755g,0.3
1552,CAGL0F07777g,0.005
1553,CAGL0F07799g,0.03
1554,CAGL0F07821g,0.28
1555,CAGL0F07843g,0.96
1556,CAGL0F07865g,0.005
1557,CAGL0F07887g,0.89
1558,CAGL0F07909g,0.07
1559,CAGL0F07931g,0.06
1560,CAGL0F07953g,0.125
1561,CAGL0F07975g,0.025
1562,CAGL0F07997g,0.005
1563,CAGL0F08019g,0.03
1564,CAGL0F08041g,0.295
1565,CAGL0F08063g,0.015
1566,CAGL0F08085g,0.015
1567,CAGL0F08107g,0.005
1568,CAGL0F08129g,1.0
1569,CAGL0F08151g,0.965
1570,CAGL0F08173g,0.5
1571,CAGL0F08195g,0.26
1572,CAGL0F08217g,0.17
1573,CAGL0F08239g,0.28
1574,CAGL0F08261g,0.0
1575,CAGL0F08283g,0.275
1576,CAGL0F08305g,0.03
1577,CAGL0F08327g,0.005
1578,CAGL0F08371g,0.05
1579,CAGL0F08393g,0.63
1580,CAGL0F08415g,0.995
1581,CAGL0F08437g,0.07
1582,CAGL0F08459g,0.865
1583,CAGL0F08481g,0.015
1584,CAGL0F08503g,0.995
1585,CAGL0F08525g,0.015
1586,CAGL0F08547g,0.945
1587,CAGL0F08569g,0.655
1588,CAGL0F08591g,0.995
1589,CAGL0F08613g,0.975
1590,CAGL0F08635g,0.22
1591,CAGL0F08657g,0.3
1592,CAGL0F08679g,0.49
1593,CAGL0F08701g,0.76
1594,CAGL0F08723g,0.0
1595,CAGL0F08745g,0.195
1596,CAGL0F08767g,0.025
1597,CAGL0F08789g,0.055
1598,CAGL0F08811g,0.31
1599,CAGL0F08833g,0.005
1600,CAGL0F08855g,0.01
1601,CAGL0F08877g,0.38
1602,CAGL0F08943g,0.27
1603,CAGL0F08965g,0.035
1604,CAGL0F08987g,0.96
1605,CAGL0F09009g,0.78
1606,CAGL0F09031g,0.875
1607,CAGL0F09053g,0.015
1608,CAGL0F09075g,1.0
1609,CAGL0F09097g,0.05
1610,CAGL0F09119g,0.205
1611,CAGL0F09141g,0.025
1612,CAGL0F09163g,0.015
1613,CAGL0F09185g,0.07
1614,CAGL0F09207g,0.885
1615,CAGL0F09229g,0.04
1616,CAGL0F09273g,0.87
1617,CAGL0G00105g,0.985
1618,CAGL0G00121g,1.0
1619,CAGL0G00154g,0.665
1620,CAGL0G00176g,0.005
1621,CAGL0G00220g,0.065
1622,CAGL0G00242g,0.015
1623,CAGL0G00264g,0.025
1624,CAGL0G00286g,0.0
1625,CAGL0G00297g,0.05
1626,CAGL0G00308g,0.025
1627,CAGL0G00330g,0.585
1628,CAGL0G00352g,0.125
1629,CAGL0G00374g,0.01
1630,CAGL0G00396g,0.005
1631,CAGL0G00418g,0.955
1632,CAGL0G00440g,0.345
1633,CAGL0G00462g,0.015
1634,CAGL0G00484g,0.72
1635,CAGL0G00506g,0.01
1636,CAGL0G00528g,0.12
1637,CAGL0G00550g,0.01
1638,CAGL0G00594g,0.67
1639,CAGL0G00660g,0.01
1640,CAGL0G00682g,0.005
1641,CAGL0G00704g,0.03
1642,CAGL0G00726g,0.945
1643,CAGL0G00748g,0.995
1644,CAGL0G00792g,0.03
1645,CAGL0G00814g,0.06
1646,CAGL0G00836g,0.03
1647,CAGL0G00858g,0.0
1648,CAGL0G00902g,0.02
1649,CAGL0G00924g,0.385
1650,CAGL0G00946g,0.42
1651,CAGL0G00968g,0.065
1652,CAGL0G00990g,0.785
1653,CAGL0G01012g,0.05
1654,CAGL0G01034g,0.02
1655,CAGL0G01056g,0.0
1656,CAGL0G01078g,0.005
1657,CAGL0G01100g,0.005
1658,CAGL0G01122g,0.005
1659,CAGL0G01144g,1.0
1660,CAGL0G01166g,0.015
1661,CAGL0G01188g,0.035
1662,CAGL0G01210g,0.02
1663,CAGL0G01232g,0.015
1664,CAGL0G01254g,0.03
1665,CAGL0G01276g,0.03
1666,CAGL0G01298g,0.325
1667,CAGL0G01320g,0.0
1668,CAGL0G01342g,0.6
1669,CAGL0G01364g,1.0
1670,CAGL0G01386g,0.0
1671,CAGL0G01408g,0.015
1672,CAGL0G01430g,0.015
1673,CAGL0G01452g,0.035
1674,CAGL0G01474g,0.035
1675,CAGL0G01496g,0.375
1676,CAGL0G01540g,0.035
1677,CAGL0G01562g,0.49
1678,CAGL0G01584g,0.99
1679,CAGL0G01606g,0.015
1680,CAGL0G01628g,0.075
1681,CAGL0G01672g,0.975
1682,CAGL0G01694g,0.01
1683,CAGL0G01716g,0.0
1684,CAGL0G01738g,0.04
1685,CAGL0G01760g,0.95
1686,CAGL0G01782g,0.47
1687,CAGL0G01804g,0.875
1688,CAGL0G01826g,0.49
1689,CAGL0G01848g,0.11
1690,CAGL0G01881g,0.015
1691,CAGL0G01892g,0.025
1692,CAGL0G01903g,0.01
1693,CAGL0G01925g,0.01
1694,CAGL0G01947g,0.99
1695,CAGL0G01969g,0.01
1696,CAGL0G01991g,1.0
1697,CAGL0G02013g,0.29
1698,CAGL0G02035g,0.06
1699,CAGL0G02057g,0.015
1700,CAGL0G02079g,0.62
1701,CAGL0G02101g,0.0
